,Row Id,Sequence #,Account Id,Server Time,Unit Time,Latitude,Longitude,Driver Name,Event Name,Raw Event,GPS Speed,ECU Speed,Address,Landmark ID,Satellites,Distance,HDOP,VDOP,RSSI,Engine Hours,Engine Hours + Off,ECU Engine Hours,ECU Engine Hours + Off,Engine Odometer,Engine Odometer + Off,ECU Engine Odometer,ECU Engine Odometer + Off,Battery Level,Raw Data
531,1772023547000,505,26305,2026/02/25 07:45:49,2026/02/25 07:45:47,3.4771764278411865,-76.48375701904297,,Motion,02-M,0.0,,"Calle 73, Perímetro Urbano Santiago de Cali, Valle del Cauca, 760006, Colombia",,12,9.0,,,,0,0,0,0,43.8,43.8,0,0,92,272702004901f908694870627247104c002602251245478fc26f44aff798c20f8a5e40000001668060060030921cff40000001135c0594001e000004b00000000010f280000000ffd5
532,1772023515000,504,26305,2026/02/25 07:45:18,2026/02/25 07:45:15,3.477148056030273,-76.48377227783203,,Motion,02-M,6.22,,"Calle 73, Perímetro Urbano Santiago de Cali, Valle del Cauca, 760006, Colombia",,9,9.0,,,,0,0,0,0,43.8,43.8,0,0,92,272702004901f8086948706272471049002602251245157fba6f44b1f798c298895e40010001638060060030921cff4000000113580524001e000004b00000000010f280000000ffd5
533,1772023487000,503,26305,2026/02/25 07:44:49,2026/02/25 07:44:47,3.475941896438598,-76.48339080810547,,Motion,02-M,0.0,,"Calle 73, Perímetro Urbano Santiago de Cali, Valle del Cauca, 760006, Colombia",,10,8.9,,,,0,0,0,0,43.7,43.7,0,0,92,272702004901f708694870627247104a00260225124447d3056f447ff798c2d5755e400000014f8020050010921cff4000000112c90644001e000004b00000000010f280000000ffd5
534,1772023455000,502,26305,2026/02/25 07:44:18,2026/02/25 07:44:15,3.475782632827759,-76.4832992553711,,Motion,02-M,0.0,,"Calle 73, Perímetro Urbano Santiago de Cali, Valle del Cauca, 760006, Colombia",,13,8.9,,,,0,0,0,0,43.7,43.7,0,0,92,272702004901f608694870627247104d00260225124415db796e4473f798c239735e400000015b8020050010921cff4000000112b30604001e000004b00000000010f280000000ffd5
535,1772023427000,501,26305,2026/02/25 07:43:49,2026/02/25 07:43:47,3.4747159481048584,-76.48298645019531,,Motion,02-M,24.24,,"Calle 73, Perímetro Urbano Santiago de Cali, Valle del Cauca, 760006, Colombia",,11,8.8,,,,0,0,0,0,43.6,43.6,0,0,92,272702004901f508694870627247104b00260225124347645b6f444af798c2bf615e40039001528060050010921cff40000001123504f4001e000004b00000000010f280000000ffd5
536,1772023395000,500,26305,2026/02/25 07:43:18,2026/02/25 07:43:15,3.4717259407043457,-76.48176574707031,,Motion,02-M,27.35,,"Calle 73, Perímetro Urbano Santiago de Cali, Valle del Cauca, 760006, Colombia",,12,8.6,,,,0,0,0,0,43.4,43.4,0,0,92,272702004901f408694870627247104c0026022512431500407044aaf698c2c2305e400440013e8060050010921cff4000000110cc0604001e000004b00000000010f280000000ffd5
537,1772023367000,499,26305,2026/02/25 07:42:49,2026/02/25 07:42:47,3.4691102504730225,-76.4802017211914,,Motion,02-M,25.48,,"Carrera 7, Perímetro Urbano Santiago de Cali, Valle del Cauca, 100001, Colombia",,9,8.4,,,,0,0,0,0,43.2,43.2,0,0,91,272702004901f308694870627247104900260225124247beaf7044ddf598c2e7055e40041001578020090040911cff400000010f6f0444001e000004b00000000010f280000000ffd5
538,1772023335000,498,26305,2026/02/25 07:42:18,2026/02/25 07:42:15,3.4664385318756104,-76.4794692993164,,Motion,02-M,20.51,,"Calle 73A, Perímetro Urbano Santiago de Cali, Valle del Cauca, 100001, Colombia",,12,8.2,,,,0,0,0,0,43.0,43.0,0,0,92,272702004901f208694870627247104c00260225124215b60371447df598c221da5d40033001638020090040921cff400000010e390414001e000004b00000000010f280000000ffd5
539,1772023307000,497,26305,2026/02/25 07:41:49,2026/02/25 07:41:47,3.4645776748657227,-76.47977447509766,,Motion,02-M,14.29,,"Calle 73A, Perímetro Urbano Santiago de Cali, Valle del Cauca, 100001, Colombia",,12,8.0,,,,0,0,0,0,42.9,42.9,0,0,92,272702004901f108694870627247104c00260225124147f6407144a5f598c2a4bb5d40023000078030070060921cff400000010d6505d4001e000004b00000000010f280000000ffd5
540,1772023275000,496,26305,2026/02/25 07:41:18,2026/02/25 07:41:15,3.4636096954345703,-76.47997283935547,,Motion,02-M,0.0,,"Calle 73, Perímetro Urbano Santiago de Cali, Valle del Cauca, 100001, Colombia",,14,8.0,,,,0,0,0,0,42.8,42.8,0,0,92,272702004901f008694870627247104e0026022512411562007144bff598c2c8ab5d400000000c8030070060921cff400000010cf605d4001e000004b00000000010f280000000ffd5
541,1772023247000,495,26305,2026/02/25 07:40:49,2026/02/25 07:40:47,3.4634337425231934,-76.48001861572266,,Motion,02-M,16.16,,"Calle 73, Perímetro Urbano Santiago de Cali, Valle del Cauca, 100001, Colombia",,13,8.0,,,,0,0,0,0,42.8,42.8,0,0,92,272702004901ef08694870627247104d002602251240475e127144c5f598c2e6a85d40026000098020060020921cff400000010ce20644001e000004b00000000010f280000000ffd5
542,1772023215000,494,26305,2026/02/25 07:40:18,2026/02/25 07:40:15,3.4601080417633057,-76.4806900024414,,Motion,02-M,26.72,,"Calle 73, Perímetro Urbano Santiago de Cali, Valle del Cauca, 100001, Colombia",,13,7.7,,,,0,0,0,0,42.5,42.5,0,0,92,272702004901ee08694870627247104d002602251240151dca70441df698c269725d400430000e8020060020921cff400000010b6804f4001e000004b00000000010f280000000ffd5
543,1772023187000,493,26305,2026/02/25 07:39:49,2026/02/25 07:39:47,3.457366943359375,-76.48139190673828,,Motion,02-M,26.72,,"Carrera 7L Bis, Perímetro Urbano Santiago de Cali, Valle del Cauca, 760003, Colombia",,14,7.5,,,,0,0,0,0,42.3,42.3,0,0,92,272702004901ed08694870627247104e002602251239470aef704479f698c280455d400430000d8060060030921cff400000010a2d0524001e000004b00000000010f280000000ffd5
544,1772023155000,492,26305,2026/02/25 07:39:18,2026/02/25 07:39:15,3.454134941101074,-76.48210906982422,,Motion,02-M,25.48,,"Calle 73, Perímetro Urbano Santiago de Cali, Valle del Cauca, 760015, Colombia",,11,7.3,,,,0,0,0,0,42.1,42.1,0,0,92,272702004901ec08694870627247104b002602251239151ffd7044d7f698c28c105d400410000e8060060030921cff4000000108bc0524001e000004b00000000010f280000000ffd5
545,1772023127000,491,26305,2026/02/25 07:38:49,2026/02/25 07:38:47,3.4517087936401367,-76.48259735107422,,Motion,02-M,7.46,,"Carrera 8, Perímetro Urbano Santiago de Cali, Valle del Cauca, 760015, Colombia",,9,7.1,,,,0,0,0,0,41.9,41.9,0,0,92,272702004901eb08694870627247104900260225123847cb31714417f798c2cce85c400120015e8040020010921cff4000000107a60414001e000004b00000000010f280000000ffd5
546,1772023095000,490,26305,2026/02/25 07:38:18,2026/02/25 07:38:15,3.4510440826416016,-76.4809799194336,,Motion,02-M,19.89,,"Carrera 8, Perímetro Urbano Santiago de Cali, Valle del Cauca, 760015, Colombia",,12,7.0,,,,0,0,0,0,41.8,41.8,0,0,93,272702004901ea08694870627247104c002602251238156616714443f698c2e8dd5c400320011c8040020010931cff4000000106dc0594001e000004b00000000010f280000000ffd5
547,1772023067000,489,26305,2026/02/25 07:37:49,2026/02/25 07:37:47,3.4506261348724365,-76.4793930053711,,Motion,02-M,3.11,,"Perímetro Urbano Santiago de Cali, Valle del Cauca, 760015, Colombia",,10,6.9,,,,0,0,0,0,41.7,41.7,0,0,92,272702004901e908694870627247104a00260225123747d71b714473f598c20fd75c40005001268050098000921cff4000000106250484001e000004b00000000010f280000000ffd5
548,1772023035000,488,26305,2026/02/25 07:37:18,2026/02/25 07:37:15,3.4504101276397705,-76.47893524169922,,Motion,02-M,6.84,,"Perímetro Urbano Santiago de Cali, Valle del Cauca, 760015, Colombia",,22,6.9,,,,0,0,0,0,41.7,41.7,0,0,93,272702004901e8086948706272471056002602251237155abc714437f598c285d35c400110010f8050098000931cff4000000105ec0444001e000004b00000000010f280000000ffd5
549,1772023007000,487,26305,2026/02/25 07:36:49,2026/02/25 07:36:47,3.450749397277832,-76.47657012939453,,Motion,02-M,23.62,,"Carrera 7D, Perímetro Urbano Santiago de Cali, Valle del Cauca, 760015, Colombia",,11,6.7,,,,0,0,0,0,41.5,41.5,0,0,92,272702004901e708694870627247104b002602251236477145724401f498c214d95c400380010e8050030010921cff4000000104e00484001e000004b00000000010f280000000ffd5
550,1772022975000,486,26305,2026/02/25 07:36:18,2026/02/25 07:36:15,3.450570821762085,-76.47296905517578,,Motion,02-M,32.94,,"Carrera 8, Candelaria, Valle del Cauca, 760015, Colombia",,14,6.4,,,,0,0,0,0,41.3,41.3,0,0,93,272702004901e608694870627247104e002602251236155c77714429f298c227d65c40053001248050030010931bff40000001034804f4001e000004b00000000010f280000000ffd5
551,1772022947000,485,26305,2026/02/25 07:35:49,2026/02/25 07:35:47,3.4493567943573,-76.469482421875,,Motion,02-M,29.21,,"Carrera 8, Candelaria, Valle del Cauca, 760015, Colombia",,14,6.2,,,,0,0,0,0,41.0,41.0,0,0,92,272702004901e508694870627247104e00260225123547082c724460f098c243c25c400470011a8040038000921bff4000000101ac0604001e000004b00000000010f280000000ffd5
552,1772022915000,484,26305,2026/02/25 07:35:20,2026/02/25 07:35:15,3.4484987258911133,-76.46570587158203,,Motion,02-M,30.45,,"Carrera 8, Candelaria, Valle del Cauca, 760015, Colombia",,14,5.9,,,,0,0,0,0,40.7,40.7,0,0,93,272702004901e408694870627247104e002602251235158155724471ee98c234b45c400490012d8040038000931bff40000000fffd0414001e000004b00000000010f280000000ffd5
553,1772022887000,483,26305,2026/02/25 07:34:49,2026/02/25 07:34:47,3.445549726486206,-76.46332550048828,,Motion,02-M,30.45,,"Carrera 8, Candelaria, Valle del Cauca, 760015, Colombia",,14,5.7,,,,0,0,0,0,40.5,40.5,0,0,93,272702004901e308694870627247104e00260225123447db89724439ed98c2e3835c40049001488050058000931bff40000000fe540524001e000004b00000000010f280000000ffd5
554,1772022855000,482,26305,2026/02/25 07:34:18,2026/02/25 07:34:15,3.4427592754364014,-76.4613265991211,,Motion,02-M,25.48,,"Carrera 8, Candelaria, Valle del Cauca, 760021, Colombia",,14,5.4,,,,0,0,0,0,40.2,40.2,0,0,92,272702004901e208694870627247104e00260225123415a498724433ec98c22b565c40041001428050058000921bff40000000fcd50564001e000004b00000000010f280000000ffd5
555,1772022827000,481,26305,2026/02/25 07:33:49,2026/02/25 07:33:47,3.440171003341675,-76.45938873291016,,Motion,02-M,30.45,,"Carrera 8, Candelaria, Valle del Cauca, 760021, Colombia",,14,5.2,,,,0,0,0,0,40.0,40.0,0,0,92,272702004901e108694870627247104e00260225123347dfbf724435eb98c2c32b5c400490014c8090058010921bff40000000fb6d0644001e000004b00000000010f280000000ffd5
556,1772022795000,480,26305,2026/02/25 07:33:18,2026/02/25 07:33:15,3.435969829559326,-76.45887756347656,,Motion,02-M,36.05,,"3202A, Candelaria, Valle del Cauca, 760021, Colombia",,13,4.9,,,,0,0,0,0,39.7,39.7,0,0,92,272702004901e008694870627247104d0026022512331525ae7244f2ea98c2eee65b40058000048090058010921bff40000000f98d0604001e000004b00000000010f280000000ffd5
557,1772022767000,479,26305,2026/02/25 07:32:49,2026/02/25 07:32:47,3.432903528213501,-76.4587631225586,,Motion,02-M,16.16,,"3202A, Candelaria, Valle del Cauca, 760021, Colombia",,14,4.7,,,,0,0,0,0,39.5,39.5,0,0,92,272702004901df08694870627247104e00260225123247295c7244e3ea98c2b1b45b40026000028080058020921bff40000000f8350524001e000004b00000000010f280000000ffd5
558,1772022735000,478,26305,2026/02/25 07:32:18,2026/02/25 07:32:15,3.4288151264190674,-76.4588623046875,,Motion,02-M,39.78,,"3202A, Candelaria, Valle del Cauca, 760021, Colombia",,13,4.4,,,,0,0,0,0,39.2,39.2,0,0,92,272702004901de08694870627247104d002602251232158bfc7244f0ea98c2b5715b40064001528080058020921bff40000000f65d03a4001e000004b00000000010f280000000ffd5
559,1772022707000,477,26305,2026/02/25 07:31:49,2026/02/25 07:31:47,3.424300193786621,-76.4583511352539,,Motion,02-M,37.91,,"3202A, Candelaria, Valle del Cauca, 760021, Colombia",,12,4.1,,,,0,0,0,0,38.9,38.9,0,0,92,272702004901dd08694870627247104c00260225123147755b7244adea98c2bc275b40061000068070000020921bff40000000f4550304001e000004b00000000010f280000000ffd5
560,1772022675000,476,26305,2026/02/25 07:31:18,2026/02/25 07:31:15,3.419710159301758,-76.45904541015625,,Motion,02-M,34.18,,"3202A, Candelaria, Valle del Cauca, 760021, Colombia",,14,3.7,,,,0,0,0,0,38.6,38.6,0,0,92,272702004901dc08694870627247104e00260225123115fac6724408eb98c288dc5a40055000088070000020921bff40000000f2500374001e000004b00000000010f280000000ffd5
561,1772022647000,475,26305,2026/02/25 07:30:49,2026/02/25 07:30:47,3.416110754013061,-76.45783996582031,,Motion,02-M,32.32,,"3202A, Candelaria, Valle del Cauca, 760021, Colombia",,13,3.5,,,,0,0,0,0,38.29,38.29,0,0,92,272702004901db08694870627247104d002602251230476a4c74446aea98c28fa15a400520013d8100008000921bff40000000f0980414001e000004b00000000010f280000000ffd5
562,1772022615000,474,26305,2026/02/25 07:30:18,2026/02/25 07:30:15,3.4143993854522705,-76.45484924316406,,Motion,02-M,32.94,,"3202A, Candelaria, Valle del Cauca, 760021, Colombia",,13,3.2,,,,0,0,0,0,38.0,38.0,0,0,93,272702004901da08694870627247104d002602251230150c7a7344e2e898c285855a400530012f8100008000931bff40000000ef170334001e000004b00000000010f280000000ffd5
563,1772022587000,473,26305,2026/02/25 07:29:49,2026/02/25 07:29:47,3.411996603012085,-76.45103454589844,,Motion,02-M,39.78,,"3202A, Candelaria, Valle del Cauca, 760021, Colombia",,13,2.9,,,,0,0,0,0,37.7,37.7,0,0,92,272702004901d908694870627247104d002602251229479ee77244eee698c2275e5a400640012c8100010000921bff40000000ed210374001e000004b00000000010f280000000ffd5
564,1772022555000,472,26305,2026/02/25 07:29:18,2026/02/25 07:29:15,3.4108729362487797,-76.44644165039062,,Motion,02-M,35.43,,"3202A, Candelaria, Valle del Cauca, 760021, Colombia",,14,2.6,,,,0,0,0,0,37.4,37.4,0,0,92,272702004901d808694870627247104e002602251229151456724494e498c2be4b5a40057001058100010000921bff40000000eb0702c4001e000004b00000000010f280000000ffd5
565,1772022527000,471,26305,2026/02/25 07:28:49,2026/02/25 07:28:47,3.4118173122406006,-76.44271850585938,,Motion,02-M,22.37,,"3202A, Candelaria, Valle del Cauca, 760021, Colombia",,14,2.3,,,,0,0,0,0,37.1,37.1,0,0,92,272702004901d708694870627247104e00260225122847d9467344ace298c2375b5a40036000ff8090058050921bff40000000e95d0254001e000004b00000000010f280000000ffd5
566,1772022495000,470,26305,2026/02/25 07:28:24,2026/02/25 07:28:15,3.4112308025360107,-76.44359588623047,,Motion,02-M,34.18,,"3202A, Candelaria, Valle del Cauca, 760021, Colombia",,13,2.1,,,,0,0,0,0,36.9,36.9,0,0,92,272702004901d608694870627247104d00260225122815759b73441fe398c29b515a40055000508090058050921bff40000000e8320334001e000004b00000000010f280000000ffd5
567,1772022467000,469,26305,2026/02/25 07:27:49,2026/02/25 07:27:47,3.410752773284912,-76.44860076904297,,Motion,02-M,36.05,,"3202A, Candelaria, Valle del Cauca, 760021, Colombia",,13,1.8,,,,0,0,0,0,36.6,36.6,0,0,92,272702004901d508694870627247104d00260225122747d5a87244afe598c2c6495a40058000668110038030921bff40000000e5fe0374001e000004b00000000010f280000000ffd5
568,1772022435000,468,26305,2026/02/25 07:27:18,2026/02/25 07:27:15,3.4118168354034424,-76.4510726928711,,Motion,02-M,11.19,,"3202A, Candelaria, Valle del Cauca, 760021, Colombia",,14,1.6,,,,0,0,0,0,36.4,36.4,0,0,93,272702004901d408694870627247104e0026022512271510d07144f3e698c2355b5a40018000638110038030931bff40000000e4d20334001e000004b00000000010f280000000ffd5
569,1772022407000,467,26305,2026/02/25 07:26:49,2026/02/25 07:26:47,3.4098901748657227,-76.4518051147461,,Motion,02-M,18.65,,"Candelaria, Valle del Cauca, 760021, Colombia",,14,1.4,,,,0,0,0,0,36.29,36.29,0,0,93,272702004901d308694870627247104e002602251226476433714453e798c2a43b5a400300000e8070018000931bff40000000e3e40444001e000004b00000000010f280000000ffd5
570,1772022375000,466,26305,2026/02/25 07:26:18,2026/02/25 07:26:15,3.408644914627075,-76.45089721679688,,Motion,02-M,16.16,,"Candelaria, Valle del Cauca, 760021, Colombia",,14,1.3,,,,0,0,0,0,36.1,36.1,0,0,93,272702004901d208694870627247104e0026022512261542907144dce698c23d275a400260000b8070018000931aff40000000e31603a4001e000004b00000000010f280000000ffd5
571,1772022347000,465,26305,2026/02/25 07:25:49,2026/02/25 07:25:47,3.406911611557007,-76.4512710571289,,Motion,02-M,11.81,,"Candelaria, Valle del Cauca, 760021, Colombia",,14,1.2,,,,0,0,0,0,36.0,36.0,0,0,93,272702004901d108694870627247104e00260225122547a47072440de798c2d70a5a400190000b8090008000931aff40000000e25004b4001e000004b00000000010f280000000ffd5
572,1772022315000,464,26305,2026/02/25 07:25:18,2026/02/25 07:25:15,3.405268907546997,-76.45156860351562,,Motion,02-M,16.78,,"Candelaria, Valle del Cauca, 760021, Colombia",,14,1.1,,,,0,0,0,0,35.9,35.9,0,0,93,272702004901d008694870627247104e002602251225156d27724434e798c2edef5940027000088090008000931aff40000000e19603a4001e000004b00000000010f280000000ffd5
573,1772022287000,463,26305,2026/02/25 07:24:49,2026/02/25 07:24:47,3.4035441875457764,-76.45161437988281,,Motion,02-M,16.16,,"Candelaria, Valle del Cauca, 760021, Colombia",,14,0.9,,,,0,0,0,0,35.79,35.79,0,0,93,272702004901cf08694870627247104e00260225122447f03773443ae798c2abd359400260010a8098000030931aff40000000e0bc0644001e000004b00000000010f280000000ffd5
574,1772022255000,462,26305,2026/02/25 07:24:18,2026/02/25 07:24:15,3.4037256240844727,-76.44873046875,,Motion,02-M,20.51,,"Candelaria, Valle del Cauca, 760021, Colombia",,14,0.7,,,,0,0,0,0,35.6,35.6,0,0,93,272702004901ce08694870627247104e0026022512241535867244c0e598c2a4d659400330010b8098000030931aff40000000df7b0644001e000004b00000000010f280000000ffd5
575,1772022227000,461,26305,2026/02/25 07:23:49,2026/02/25 07:23:47,3.403876543045044,-76.44635772705078,,Motion,02-M,24.86,,"Candelaria, Valle del Cauca, 760021, Colombia",,13,0.6,,,,0,0,0,0,35.4,35.4,0,0,93,272702004901cd08694870627247104d002602251223473f8d724489e498c21dd959400400011a8100000010931aff40000000de5e0564001e000004b00000000010f280000000ffd5
576,1772022195000,460,26305,2026/02/25 07:23:18,2026/02/25 07:23:15,3.403739213943481,-76.44351196289062,,Motion,02-M,17.4,,"Candelaria, Valle del Cauca, 760021, Colombia",,14,0.4,,,,0,0,0,0,35.2,35.2,0,0,93,272702004901cc08694870627247104e00260225122315acac724414e398c2ddd659400280010f8100000010931aff40000000dd200444001e000004b00000000010f280000000ffd5
577,1772022167000,459,26305,2026/02/25 07:22:49,2026/02/25 07:22:47,3.4036757946014404,-76.44161987304688,,Motion,02-M,13.05,,"Candelaria, Valle del Cauca, 760021, Colombia",,14,0.2,,,,0,0,0,0,35.1,35.1,0,0,93,272702004901cb08694870627247104e00260225122247548b72441ce298c2d3d55940021001128110000000931aff40000000dc4e04f4001e000004b00000000010f280000000ffd5
578,1772022113000,458,26305,2026/02/25 07:21:56,2026/02/25 07:21:53,3.404505968093872,-76.43928527832031,,Motion,02-M,0.0,,"Candelaria, Valle del Cauca, 760021, Colombia",,14,0.0,,,,0,0,0,0,34.79,34.79,0,0,93,272702004901ca08694870627247104e00260225122153db197744eae098c26de35940000000e38008040080931aff40000000dadf02c4001e000004b00000000010f280000000ffd5
579,1772022107000,457,26305,2026/02/25 07:21:49,2026/02/25 07:21:47,3.4045376777648926,-76.43916320800781,,Motion,02-M,0.0,,"Candelaria, Valle del Cauca, 760021, Colombia",,14,0.0,,,,0,0,0,0,34.79,34.79,0,0,93,272702004901c908694870627247104e00260225122147cd647744dae098c2f2e359400000003a8008040080931aff40000000dad10374001e000004b00000000010f280000000ffd5
580,1772022075000,456,26305,2026/02/25 07:21:18,2026/02/25 07:21:15,3.4045376777648926,-76.43916320800781,,Motion,02-M,0.0,,"Candelaria, Valle del Cauca, 760021, Colombia",,24,0.0,,,,0,0,0,0,34.79,34.79,0,0,93,272702004901c808694870627247105800260225122115cd647744dae098c2f2e359400000003a8008040080931aff40000000dad103a4001e000004b00000000010f280000000ffd5
581,1772022047000,455,26305,2026/02/25 07:20:49,2026/02/25 07:20:47,3.4045376777648926,-76.43916320800781,,Motion,02-M,0.0,,"Candelaria, Valle del Cauca, 760021, Colombia",,23,0.0,,,,0,0,0,0,34.79,34.79,0,0,93,272702004901c708694870627247105700260225122047cd647744dae098c2f2e359400000003a0018030090931aff40000000dad102c4001e000004b00000000010f280000000ffd5
583,1772021059000,454,26305,2026/02/25 07:04:20,2026/02/25 07:04:19,3.4045376777648926,-76.43916320800781,,Motion,02-M,0.0,,"Candelaria, Valle del Cauca, 760021, Colombia",,14,0.0,,,,0,0,0,0,34.79,34.79,0,0,93,272702004901c608694870627247104e00260225120419cd647744dae098c2f2e359400000003a8098038010931aff40000000dad10294001e000004b00000000010f280000000ffd5
584,1772021029000,453,26305,2026/02/25 07:03:51,2026/02/25 07:03:49,3.4045376777648926,-76.43916320800781,,Motion,02-M,0.0,,"Candelaria, Valle del Cauca, 760021, Colombia",,14,0.0,,,,0,0,0,0,34.79,34.79,0,0,93,272702004901c508694870627247104e00260225120349cd647744dae098c2f2e359400000003a8098038010931aff40000000dad10294001e000004b00000000010f280000000ffd5
585,1772020998000,452,26305,2026/02/25 07:03:20,2026/02/25 07:03:18,3.4045376777648926,-76.43916320800781,,Motion,02-M,0.0,,"Candelaria, Valle del Cauca, 760021, Colombia",,14,0.0,,,,0,0,0,0,34.79,34.79,0,0,92,272702004901c408694870627247104e00260225120318cd647744dae098c2f2e359400000003a8098038010921aff40000000dad10004001e000004b00000000010f280000000ffd5
586,1772020968000,451,26305,2026/02/25 07:03:18,2026/02/25 07:02:48,3.4045376777648926,-76.43916320800781,,Motion,02-M,0.0,,"Candelaria, Valle del Cauca, 760021, Colombia",,8,0.0,,,,0,0,0,0,34.79,34.79,0,0,93,272702004901c30869487062724710c800260225120248cd647744dae098c2f2e359400000003a8058028030931aff40000000dad10004001e000004b00000000010f280000000ff80
587,1772020939000,450,26305,2026/02/25 07:03:18,2026/02/25 07:02:19,3.4045376777648926,-76.43916320800781,,Motion,02-M,0.0,,"Candelaria, Valle del Cauca, 760021, Colombia",,5,0.0,,,,0,0,0,0,34.79,34.79,0,0,93,272702004901c20869487062724710c500260225120219cd647744dae098c2f2e359400000003a80980180009319ff40000000dad10004001e000004b00000000010f280000000ffd5
588,1772020909000,449,26305,2026/02/25 07:03:18,2026/02/25 07:01:49,3.4045376777648926,-76.43916320800781,,Motion,02-M,0.0,,"Candelaria, Valle del Cauca, 760021, Colombia",,14,0.0,,,,0,0,0,0,34.79,34.79,0,0,93,272702004901c10869487062724710ce00260225120149cd647744dae098c2f2e359400000003a80980180009319ff40000000dad10224001e000004b00000000010f280000000ffd5
589,1772020879000,448,26305,2026/02/25 07:01:25,2026/02/25 07:01:19,3.4045376777648926,-76.43916320800781,,Motion,02-M,0.0,,"Candelaria, Valle del Cauca, 760021, Colombia",,22,0.0,,,,0,0,0,0,34.79,34.79,0,0,93,272702004901c008694870627247105600260225120119cd647744dae098c2f2e359400000003a80980000009319ff40000000dad10224001e000004b00000000010f280000000ffd5
590,1772020849000,447,26305,2026/02/25 07:00:59,2026/02/25 07:00:49,3.4045376777648926,-76.43916320800781,,Motion,02-M,0.0,,"Candelaria, Valle del Cauca, 760021, Colombia",,21,0.0,,,,0,0,0,0,34.79,34.79,0,0,93,272702004901bf08694870627247105500260225120049cd647744dae098c2f2e359400000003a80980000009319ff40000000dad101f4001e000004b00000000010f280000000ffd5
591,1772020819000,446,26305,2026/02/25 07:00:21,2026/02/25 07:00:19,3.4045376777648926,-76.43916320800781,,Motion,02-M,0.0,,"Candelaria, Valle del Cauca, 760021, Colombia",,25,0.0,,,,0,0,0,0,34.79,34.79,0,0,92,272702004901be08694870627247105900260225120019cd647744dae098c2f2e359400000003a81180580209219ff40000000dad10224001e000004b00000000010f280000000ffd5
594,1772019985000,445,26305,2026/02/25 06:46:27,2026/02/25 06:46:25,3.4045376777648926,-76.43916320800781,,Motion,02-M,0.0,,"Candelaria, Valle del Cauca, 760021, Colombia",,24,0.0,,,,0,0,0,0,34.79,34.79,0,0,93,272702004901bd08694870627247105800260225114625cd647744dae098c2f2e359400000003a00080080909319ff40000000dad10334001e000004b00000000010f280000000ffd5
595,1772019956000,444,26305,2026/02/25 06:45:57,2026/02/25 06:45:56,3.4045376777648926,-76.43916320800781,,Motion,02-M,0.0,,"Candelaria, Valle del Cauca, 760021, Colombia",,24,0.0,,,,0,0,0,0,34.79,34.79,0,0,93,272702004901bc08694870627247105800260225114556cd647744dae098c2f2e359400000003a00080080909319ff40000000dad10374001e000004b00000000010f280000000ffd5
596,1772019926000,443,26305,2026/02/25 06:45:27,2026/02/25 06:45:26,3.4045376777648926,-76.43916320800781,,Motion,02-M,0.0,,"Candelaria, Valle del Cauca, 760021, Colombia",,25,0.0,,,,0,0,0,0,34.79,34.79,0,0,92,272702004901bb08694870627247105900260225114526cd647744dae098c2f2e359400000003a00080080909219ff40000000dad10374001e000004b00000000010f280000000ffd5
619,1771995722000,422,26305,2026/02/25 00:02:03,2026/02/25 00:02:02,3.4045376777648926,-76.43916320800781,,Motion,02-M,0.0,,"Candelaria, Valle del Cauca, 760021, Colombia",,14,0.0,,,,0,0,0,0,34.79,34.79,0,0,94,272702004901a608694870627247104e00260225050202cd647744dae098c2f2e359400000003a00080080909418ff40000000dad103a4001e000004b00000000010f280000000ffd5
620,1771995692000,421,26305,2026/02/25 00:01:33,2026/02/25 00:01:32,3.4045376777648926,-76.43916320800781,,Motion,02-M,0.0,,"Candelaria, Valle del Cauca, 760021, Colombia",,14,0.0,,,,0,0,0,0,34.79,34.79,0,0,93,272702004901a508694870627247104e00260225050132cd647744dae098c2f2e359400000003a00080080909318ff40000000dad10304001e000004b00000000010f280000000ffd5
621,1771995662000,420,26305,2026/02/25 00:01:03,2026/02/25 00:01:02,3.4045376777648926,-76.43916320800781,,Motion,02-M,0.0,,"Candelaria, Valle del Cauca, 760021, Colombia",,23,0.0,,,,0,0,0,0,34.79,34.79,0,0,93,272702004901a408694870627247105700260225050102cd647744dae098c2f2e359400000003a00080080909318ff40000000dad10374001e000004b00000000010f280000000ffd5
622,1771995632000,419,26305,2026/02/25 00:00:33,2026/02/25 00:00:32,3.4045376777648926,-76.43916320800781,,Motion,02-M,0.0,,"Candelaria, Valle del Cauca, 760021, Colombia",,22,0.0,,,,0,0,0,0,34.79,34.79,0,0,93,272702004901a308694870627247105600260225050032cd647744dae098c2f2e359400000003a00080080909318ff40000000dad102c4001e000004b00000000010f280000000ffd5
623,1771995602000,418,26305,2026/02/25 00:00:03,2026/02/25 00:00:02,3.4045376777648926,-76.43916320800781,,Motion,02-M,0.0,,"Candelaria, Valle del Cauca, 760021, Colombia",,25,0.0,,,,0,0,0,0,34.79,34.79,0,0,94,272702004901a208694870627247105900260225050002cd647744dae098c2f2e359400000003a80180480909418ff40000000dad102c4001e000004b00000000010f280000000ffd5
