,Message
15240,"+RESP:GTSTT,500700,868574042784996,,21,0,0.0,67,2587.4,-74.186794,4.591409,20260316221402,0732,0101,138A,60E8CB8,06,210100,12,20260316221405,A60D$"
15241,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,0.0,67,2587.4,-74.186794,4.591409,20260316221350,0732,0101,138A,60E8CB8,04,12,120635.4,05801:48:44,,,100,210100,,,,20260316221450,A60E$"
15242,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,0.0,67,2587.4,-74.186794,4.591409,20260316221451,0732,0101,138A,60E8CB8,04,12,120635.4,05801:49:44,,,100,210100,,,,20260316221550,A60F$"
15243,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,0.0,67,2587.4,-74.186794,4.591409,20260316221551,0732,0101,138A,60E8CB8,04,12,120635.4,05801:50:44,,,100,210100,,,,20260316221650,A610$"
15244,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,0.0,67,2587.4,-74.186794,4.591409,20260316221651,0732,0101,138A,60E8CB8,04,12,120635.4,05801:51:44,,,100,210100,,,,20260316221750,A611$"
15245,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,0.0,67,2587.4,-74.186794,4.591409,20260316221751,0732,0101,138A,60E8CB8,04,12,120635.4,05801:52:44,,,100,210100,,,,20260316221850,A612$"
15246,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,0.0,67,2587.4,-74.186794,4.591409,20260316221851,0732,0101,138A,60E8CB8,04,12,120635.4,05801:53:44,,,100,210100,,,,20260316221950,A613$"
15247,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,0.0,67,2587.4,-74.186794,4.591409,20260316221951,0732,0101,138A,60E8CB8,04,12,120635.4,05801:54:44,,,100,210100,,,,20260316222050,A614$"
15248,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,0.0,67,2587.4,-74.186794,4.591409,20260316222050,0732,0101,138A,60E8CB8,04,12,120635.4,05801:55:44,,,100,210100,,,,20260316222150,A615$"
15249,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,0.0,67,2587.4,-74.186794,4.591409,20260316222150,0732,0101,138A,60E8CB8,04,12,120635.4,05801:56:44,,,100,210100,,,,20260316222250,A616$"
15250,"+RESP:GTSTT,500700,868574042784996,,22,0,0.0,67,2587.4,-74.186794,4.591409,20260316222256,0732,0101,138A,60E8CB8,06,220100,12,20260316222258,A617$"
15251,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,0.0,67,2587.4,-74.186794,4.591409,20260316222250,0732,0101,138A,60E8CB8,04,12,120635.4,05801:57:44,,,100,220100,,,,20260316222350,A618$"
15252,"+RESP:GTSTT,500700,868574042784996,,21,0,0.0,67,2587.4,-74.186794,4.591409,20260316222350,0732,0101,138A,60E8CB8,06,210100,12,20260316222353,A619$"
15253,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,0.0,67,2587.4,-74.186794,4.591409,20260316222350,0732,0101,138A,60E8CB8,04,12,120635.4,05801:58:44,,,100,210100,,,,20260316222450,A61A$"
15254,"+RESP:GTSTT,500700,868574042784996,,22,0,0.0,67,2587.4,-74.186794,4.591409,20260316222508,0732,0101,138A,60E8CB8,06,220100,12,20260316222508,A61B$"
15255,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,0.0,67,2587.4,-74.186794,4.591409,20260316222450,0732,0101,138A,60E8CB8,04,12,120635.5,05801:59:44,,,100,220100,,,,20260316222550,A61C$"
15256,"+RESP:GTSTT,500700,868574042784996,,21,0,0.0,80,2584.5,-74.185801,4.591774,20260316222638,0732,0101,13AB,67C8E8C,06,210100,12,20260316222641,A61D$"
15257,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,13.5,60,2587.8,-74.186146,4.591696,20260316222553,0732,0101,13AB,67C8E8C,04,12,120635.5,05802:00:44,,,100,210100,,,,20260316222650,A61E$"
15258,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,0.0,80,2584.5,-74.185801,4.591774,20260316222653,0732,0101,138A,60E59E9,04,12,120635.5,05802:01:44,,,100,210100,,,,20260316222751,A61F$"
15259,"+RESP:GTSTT,500700,868574042784996,,22,0,0.0,80,2584.5,-74.185801,4.591774,20260316222753,0732,0101,138A,67C8E8C,06,220100,12,20260316222756,A620$"
15260,"+RESP:GTIGF,500700,868574042784996,,7721,0,0.0,80,2584.5,-74.185801,4.591774,20260316222826,0732,0101,13AB,67C8E8C,06,120000,12,05802:02:25,120635.5,20260316222827,A621$"
15261,"+RESP:GTIGF,500700,868574042784996,,7721,0,0.0,80,2584.5,-74.185801,4.591774,20260316222826,0732,0101,13AB,67C8E8C,06,120000,12,05802:02:25,120635.5,20260316222827,A621$"
15262,"+RESP:GTSTT,500700,868574042784996,,12,0,0.0,80,2584.5,-74.185801,4.591774,20260316222826,0732,0101,13AB,67C8E8C,06,120000,12,20260316222827,A622$"
15263,"+RESP:GTIGL,500700,868574042784996,,,00,1,1,0.0,80,2584.5,-74.185801,4.591774,20260316222831,0732,0101,13AB,67C8E8C,04,12,120635.5,20260316222831,A623$"
15264,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,0.0,80,2584.5,-74.185801,4.591774,20260316222831,0732,0101,13AB,67C8E8C,04,12,120635.5,05802:02:25,,,100,120000,,,,20260316222831,A624$"
15265,"+RESP:GTSTT,500700,868574042784996,,11,0,0.0,80,2584.5,-74.185801,4.591774,20260316222831,0732,0101,13AB,67C8E8C,06,110000,12,20260316222858,A625$"
15266,"+RESP:GTIGN,500700,868574042784996,,303,0,0.0,80,2584.5,-74.185801,4.591774,20260316222831,0732,0101,13AB,67C8E8C,06,220100,12,05802:02:25,120635.5,20260316223330,A626$"
15267,"+RESP:GTSTT,500700,868574042784996,,22,0,0.0,80,2584.5,-74.185801,4.591774,20260316222831,0732,0101,13AB,67C8E8C,06,220100,12,20260316223330,A627$"
15268,"+RESP:GTIGL,500700,868574042784996,,,01,1,1,5.7,243,2587.2,-74.185790,4.591404,20260316223336,0732,0101,13AB,67C8E8C,04,12,120635.6,20260316223336,A628$"
15269,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,5.7,243,2587.2,-74.185790,4.591404,20260316223336,0732,0101,13AB,67C8E8C,04,12,120635.6,05802:02:30,,,100,220100,,,,20260316223336,A629$"
15270,"+RESP:GTFRI,500700,868574042784996,,,11,1,1,5.2,190,2588.7,-74.185772,4.591378,20260316223339,0732,0101,13AB,67C8E8C,04,12,120635.6,05802:02:30,,,100,220100,,,,20260316223339,A62A$"
15271,"+RESP:GTIGF,500700,868574042784996,,25,0,0.0,156,2586.8,-74.185694,4.591252,20260316223353,0732,0101,13AB,67C8E8C,06,120000,12,05802:02:50,120635.6,20260316223355,A62B$"
15272,"+RESP:GTSTT,500700,868574042784996,,12,0,0.0,156,2586.8,-74.185694,4.591252,20260316223353,0732,0101,13AB,67C8E8C,06,120000,12,20260316223355,A62C$"
15273,"+RESP:GTIGL,500700,868574042784996,,,00,1,1,0.0,156,2586.8,-74.185694,4.591252,20260316223358,0732,0101,13AB,67C8E8C,04,12,120635.6,20260316223358,A62D$"
15274,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,0.0,156,2586.8,-74.185694,4.591252,20260316223358,0732,0101,13AB,67C8E8C,04,12,120635.6,05802:02:50,,,100,120000,,,,20260316223358,A62E$"
15275,"+RESP:GTSTT,500700,868574042784996,,11,0,0.0,156,2586.8,-74.185694,4.591252,20260316223358,0732,0101,13AB,67C8E8C,06,110000,12,20260316223425,A62F$"
15276,"+RESP:GTPDP,500700,868574042784996,,20260316230431,A630$"
15277,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,0.0,156,2586.8,-74.185694,4.591252,20260316233132,0732,0101,138A,60E2799,04,12,120635.6,05802:02:50,,,100,110000,,,,20260316233405,A631$"
15278,"+RESP:GTPDP,500700,868574042784996,,20260317000408,A632$"
15279,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,0.0,156,2586.8,-74.185694,4.591252,20260317003148,0732,0101,138A,60E59E9,04,12,120635.6,05802:02:50,,,100,110000,,,,20260317003415,A633$"
15280,"+RESP:GTPDP,500700,868574042784996,,20260317010418,A634$"
15281,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,0.0,156,2586.8,-74.185694,4.591252,20260317013153,0732,0101,138A,60E2799,04,12,120635.6,05802:02:50,,,100,110000,,,,20260317013425,A635$"
15282,"+RESP:GTPDP,500700,868574042784996,,20260317020427,A636$"
15283,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,0.0,156,2586.8,-74.185694,4.591252,20260317023208,0732,0101,138A,60E2799,04,12,120635.6,05802:02:50,,,100,110000,,,,20260317023434,A637$"
15284,"+RESP:GTPDP,500700,868574042784996,,20260317030437,A638$"
15285,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,0.0,156,2586.8,-74.185694,4.591252,20260317033228,0732,0101,138A,60E2799,04,12,120635.6,05802:02:50,,,100,110000,,,,20260317033444,A639$"
15286,"+RESP:GTPDP,500700,868574042784996,,20260317040446,A63A$"
15287,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,0.0,156,2586.8,-74.185694,4.591252,20260317043228,0732,0101,138A,60E2799,04,12,120635.6,05802:02:50,,,100,110000,,,,20260317043453,A63B$"
15288,"+RESP:GTPDP,500700,868574042784996,,20260317050457,A63C$"
15289,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,0.0,156,2586.8,-74.185694,4.591252,20260317053232,0732,0101,138A,60E2799,04,12,120635.6,05802:02:50,,,100,110000,,,,20260317053503,A63D$"
15290,"+RESP:GTPDP,500700,868574042784996,,20260317060507,A63E$"
15291,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,0.0,156,2586.8,-74.185694,4.591252,20260317063246,0732,0101,138A,60E59E9,04,12,120635.6,05802:02:50,,,100,110000,,,,20260317063513,A63F$"
15292,"+RESP:GTPDP,500700,868574042784996,,20260317070515,A640$"
15293,"+RESP:GTPDP,500700,868574042784996,,20260317073523,A642$"
15294,"+BUFF:GTFRI,500700,868574042784996,,,10,1,1,0.0,156,2586.8,-74.185694,4.591252,20260317073250,0732,0101,138A,60E2799,04,12,120635.6,05802:02:50,,,100,110000,,,,20260317073522,A641$"
15295,"+RESP:GTPDP,500700,868574042784996,,20260317080831,A643$"
15296,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,0.0,156,2586.8,-74.185694,4.591252,20260317083305,0732,0101,138A,60E2799,04,12,120635.6,05802:02:50,,,100,110000,,,,20260317083532,A644$"
15297,"+RESP:GTIGN,500700,868574042784996,,37745,0,0.0,156,2586.8,-74.185694,4.591252,20260317083305,0732,0101,138A,60E2799,06,220100,12,05802:02:50,120635.6,20260317090300,A645$"
15298,"+RESP:GTSTT,500700,868574042784996,,22,0,0.0,156,2586.8,-74.185694,4.591252,20260317083305,0732,0101,138A,60E2799,06,220100,12,20260317090300,A646$"
15299,"+RESP:GTIGL,500700,868574042784996,,,01,1,1,0.3,156,2544.1,-74.184857,4.591282,20260317090308,0732,0101,138A,60E2799,04,12,120635.7,20260317090308,A647$"
15300,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,0.3,156,2544.1,-74.184857,4.591282,20260317090308,0732,0101,138A,60E2799,04,12,120635.7,05802:02:55,,,100,220100,,,,20260317090308,A648$"
15301,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,0.0,156,2544.1,-74.184857,4.591282,20260317090402,0732,0101,138A,60E2799,04,12,120635.7,05802:03:55,,,100,220100,,,,20260317090406,A649$"
15302,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,0.0,156,2544.1,-74.184857,4.591282,20260317090502,0732,0101,138A,60E2799,04,12,120635.7,05802:04:55,,,100,220100,,,,20260317090506,A64A$"
15303,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,0.0,156,2544.1,-74.184857,4.591282,20260317090602,0732,0101,13AB,67C8E8C,04,12,120635.7,05802:05:55,,,100,220100,,,,20260317090606,A64B$"
15304,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,0.0,156,2544.1,-74.184857,4.591282,20260317090702,0732,0101,13AB,67C8E8C,04,12,120635.7,05802:06:55,,,100,220100,,,,20260317090706,A64C$"
15305,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,0.0,156,2544.1,-74.184857,4.591282,20260317090702,0732,0101,13AB,67C8E8C,04,12,120635.7,05802:06:55,,,100,220100,,,,20260317090706,A64C$"
15306,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,0.0,156,2544.1,-74.184857,4.591282,20260317090702,0732,0101,13AB,67C8E8C,04,12,120635.7,05802:06:55,,,100,220100,,,,20260317090706,A64C$"
15307,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,0.0,156,2544.1,-74.184857,4.591282,20260317090702,0732,0101,13AB,67C8E8C,04,12,120635.7,05802:06:55,,,100,220100,,,,20260317090706,A64C$"
15308,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,0.0,156,2544.1,-74.184857,4.591282,20260317090702,0732,0101,13AB,67C8E8C,04,12,120635.7,05802:06:55,,,100,220100,,,,20260317090706,A64C$"
15309,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,0.0,156,2544.1,-74.184857,4.591282,20260317090802,0732,0101,13AB,67C8E8C,04,12,120635.7,05802:07:55,,,100,210100,,,,20260317090806,A64E$"
15310,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,0.0,156,2544.1,-74.184857,4.591282,20260317090802,0732,0101,13AB,67C8E8C,04,12,120635.7,05802:07:55,,,100,210100,,,,20260317090806,A64E$"
15311,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,0.0,156,2544.1,-74.184857,4.591282,20260317090802,0732,0101,13AB,67C8E8C,04,12,120635.7,05802:07:55,,,100,210100,,,,20260317090806,A64E$"
15312,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,0.0,156,2544.1,-74.184857,4.591282,20260317090802,0732,0101,13AB,67C8E8C,04,12,120635.7,05802:07:55,,,100,210100,,,,20260317090806,A64E$"
15313,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,0.0,156,2544.1,-74.184857,4.591282,20260317090802,0732,0101,13AB,67C8E8C,04,12,120635.7,05802:07:55,,,100,210100,,,,20260317090806,A64E$"
15314,"+RESP:GTSTT,500700,868574042784996,,22,0,0.0,156,2544.1,-74.184857,4.591282,20260317090814,0732,0101,13AB,67C8E8C,06,220100,12,20260317090817,A64F$"
15315,"+RESP:GTSTT,500700,868574042784996,,22,0,0.0,156,2544.1,-74.184857,4.591282,20260317090814,0732,0101,13AB,67C8E8C,06,220100,12,20260317090817,A64F$"
15316,"+RESP:GTSTT,500700,868574042784996,,22,0,0.0,156,2544.1,-74.184857,4.591282,20260317090814,0732,0101,13AB,67C8E8C,06,220100,12,20260317090817,A64F$"
15317,"+RESP:GTSTT,500700,868574042784996,,22,0,0.0,156,2544.1,-74.184857,4.591282,20260317090814,0732,0101,13AB,67C8E8C,06,220100,12,20260317090817,A64F$"
15318,"+RESP:GTSTT,500700,868574042784996,,22,0,0.0,156,2544.1,-74.184857,4.591282,20260317090814,0732,0101,13AB,67C8E8C,06,220100,12,20260317090817,A64F$"
15319,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,0.0,156,2544.1,-74.184857,4.591282,20260317090902,0732,0101,13AB,67C8E8C,04,12,120635.7,05802:08:55,,,100,220100,,,,20260317090906,A650$"
15320,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,0.0,156,2544.1,-74.184857,4.591282,20260317090902,0732,0101,13AB,67C8E8C,04,12,120635.7,05802:08:55,,,100,220100,,,,20260317090906,A650$"
15321,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,0.0,156,2544.1,-74.184857,4.591282,20260317090902,0732,0101,13AB,67C8E8C,04,12,120635.7,05802:08:55,,,100,220100,,,,20260317090906,A650$"
15322,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,0.0,156,2544.1,-74.184857,4.591282,20260317090902,0732,0101,13AB,67C8E8C,04,12,120635.7,05802:08:55,,,100,220100,,,,20260317090906,A650$"
15323,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,0.0,156,2544.1,-74.184857,4.591282,20260317090902,0732,0101,13AB,67C8E8C,04,12,120635.7,05802:08:55,,,100,220100,,,,20260317090906,A650$"
15324,"+RESP:GTSTT,500700,868574042784996,,22,0,0.0,156,2544.1,-74.184857,4.591282,20260317091150,0732,0101,13AB,67C8E8C,06,220100,12,20260317091150,A656$"
15325,"+RESP:GTSTT,500700,868574042784996,,22,0,0.0,156,2544.1,-74.184857,4.591282,20260317091150,0732,0101,13AB,67C8E8C,06,220100,12,20260317091150,A656$"
15326,"+RESP:GTSTT,500700,868574042784996,,22,0,0.0,156,2544.1,-74.184857,4.591282,20260317091150,0732,0101,13AB,67C8E8C,06,220100,12,20260317091150,A656$"
15327,"+RESP:GTSTT,500700,868574042784996,,22,0,0.0,156,2544.1,-74.184857,4.591282,20260317091150,0732,0101,13AB,67C8E8C,06,220100,12,20260317091150,A656$"
15328,"+RESP:GTSTT,500700,868574042784996,,22,0,0.0,156,2544.1,-74.184857,4.591282,20260317091150,0732,0101,13AB,67C8E8C,06,220100,12,20260317091150,A656$"
15329,"+RESP:GTSTT,500700,868574042784996,,21,0,0.0,156,2544.1,-74.184857,4.591282,20260317090714,0732,0101,13AB,67C8E8C,06,210100,12,20260317090717,A64D$"
15330,"+RESP:GTSTT,500700,868574042784996,,21,0,0.0,156,2544.1,-74.184857,4.591282,20260317090714,0732,0101,13AB,67C8E8C,06,210100,12,20260317090717,A64D$"
15331,"+RESP:GTSTT,500700,868574042784996,,21,0,0.0,156,2544.1,-74.184857,4.591282,20260317090714,0732,0101,13AB,67C8E8C,06,210100,12,20260317090717,A64D$"
15332,"+RESP:GTSTT,500700,868574042784996,,21,0,0.0,156,2544.1,-74.184857,4.591282,20260317090714,0732,0101,13AB,67C8E8C,06,210100,12,20260317090717,A64D$"
15333,"+RESP:GTSTT,500700,868574042784996,,21,0,0.0,156,2544.1,-74.184857,4.591282,20260317090714,0732,0101,13AB,67C8E8C,06,210100,12,20260317090717,A64D$"
15334,"+RESP:GTSTT,500700,868574042784996,,22,0,0.0,156,2544.1,-74.184857,4.591282,20260317091023,0732,0101,13AB,67C8E8C,06,220100,12,20260317091025,A653$"
15335,"+RESP:GTSTT,500700,868574042784996,,22,0,0.0,156,2544.1,-74.184857,4.591282,20260317091023,0732,0101,13AB,67C8E8C,06,220100,12,20260317091025,A653$"
15336,"+RESP:GTSTT,500700,868574042784996,,22,0,0.0,156,2544.1,-74.184857,4.591282,20260317091023,0732,0101,13AB,67C8E8C,06,220100,12,20260317091025,A653$"
15337,"+RESP:GTSTT,500700,868574042784996,,22,0,0.0,156,2544.1,-74.184857,4.591282,20260317091023,0732,0101,13AB,67C8E8C,06,220100,12,20260317091025,A653$"
15338,"+RESP:GTSTT,500700,868574042784996,,22,0,0.0,156,2544.1,-74.184857,4.591282,20260317091023,0732,0101,13AB,67C8E8C,06,220100,12,20260317091025,A653$"
15339,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,0.0,156,2544.1,-74.184857,4.591282,20260317091402,0732,0101,13AB,67C8E8C,04,12,120635.7,05802:13:55,,,100,210100,,,,20260317091406,A65A$"
15340,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,0.0,156,2544.1,-74.184857,4.591282,20260317091402,0732,0101,13AB,67C8E8C,04,12,120635.7,05802:13:55,,,100,210100,,,,20260317091406,A65A$"
15341,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,0.0,156,2544.1,-74.184857,4.591282,20260317091402,0732,0101,13AB,67C8E8C,04,12,120635.7,05802:13:55,,,100,210100,,,,20260317091406,A65A$"
15342,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,0.0,156,2544.1,-74.184857,4.591282,20260317091402,0732,0101,13AB,67C8E8C,04,12,120635.7,05802:13:55,,,100,210100,,,,20260317091406,A65A$"
15343,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,0.0,156,2544.1,-74.184857,4.591282,20260317091402,0732,0101,13AB,67C8E8C,04,12,120635.7,05802:13:55,,,100,210100,,,,20260317091406,A65A$"
15344,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,0.0,156,2544.1,-74.184857,4.591282,20260317091602,0732,0101,13AB,67C8E8C,04,12,120635.7,05802:15:55,,,100,210100,,,,20260317091606,A65E$"
15345,"+RESP:GTSTT,500700,868574042784996,,22,0,0.0,156,2544.1,-74.184857,4.591282,20260317091759,0732,0101,13AB,67C8E8C,06,220100,12,20260317091759,A660$"
15346,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,0.0,156,2544.1,-74.184857,4.591282,20260317091802,0732,0101,13AB,67C8E8C,04,12,120635.7,05802:17:55,,,100,220100,,,,20260317091806,A661$"
15347,"+RESP:GTSTT,500700,868574042784996,,21,0,0.0,156,2544.1,-74.184857,4.591282,20260317091829,0732,0101,13AB,67C8E8C,06,210100,12,20260317091830,A662$"
15348,"+RESP:GTSTT,500700,868574042784996,,22,0,0.0,156,2544.1,-74.184857,4.591282,20260317091832,0732,0101,13AB,67C8E8C,06,220100,12,20260317091832,A663$"
15349,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,8.8,349,2569.6,-74.185751,4.591618,20260317091903,0732,0101,13AB,67C8E8C,04,12,120635.8,05802:18:55,,,100,220100,,,,20260317091906,A664$"
15350,"+RESP:GTSTT,500700,868574042784996,,21,0,0.0,349,2575.8,-74.185771,4.591660,20260317091936,0732,0101,13AB,67C8E8C,06,210100,12,20260317091938,A665$"
15351,"+RESP:GTSTT,500700,868574042784996,,22,0,0.0,349,2575.8,-74.185771,4.591660,20260317092003,0732,0101,13AB,67C8E8C,06,220100,12,20260317092003,A666$"
15352,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,0.0,349,2575.8,-74.185771,4.591660,20260317092003,0732,0101,13AB,67C8E8C,04,12,120635.8,05802:19:55,,,100,220100,,,,20260317092006,A667$"
15353,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,0.0,349,2575.8,-74.185771,4.591660,20260317092103,0732,0101,13AB,67C8E8C,04,12,120635.8,05802:20:55,,,100,220100,,,,20260317092106,A668$"
15354,"+RESP:GTFRI,500700,868574042784996,,,11,1,1,14.9,286,2576.0,-74.185862,4.591664,20260317092106,0732,0101,13AB,67C8E8C,04,12,120635.8,05802:20:55,,,100,220100,,,,20260317092106,A669$"
15355,"+BUFF:GTFRI,500700,868574042784996,,,10,1,1,0.0,156,2544.1,-74.184857,4.591282,20260317090702,0732,0101,13AB,67C8E8C,04,12,120635.7,05802:06:55,,,100,220100,,,,20260317090706,A64C$"
15356,"+BUFF:GTSTT,500700,868574042784996,,21,0,0.0,156,2544.1,-74.184857,4.591282,20260317090714,0732,0101,13AB,67C8E8C,06,210100,12,20260317090717,A64D$"
15357,"+BUFF:GTFRI,500700,868574042784996,,,10,1,1,0.0,156,2544.1,-74.184857,4.591282,20260317090802,0732,0101,13AB,67C8E8C,04,12,120635.7,05802:07:55,,,100,210100,,,,20260317090806,A64E$"
15358,"+BUFF:GTSTT,500700,868574042784996,,22,0,0.0,156,2544.1,-74.184857,4.591282,20260317090814,0732,0101,13AB,67C8E8C,06,220100,12,20260317090817,A64F$"
15359,"+BUFF:GTFRI,500700,868574042784996,,,10,1,1,0.0,156,2544.1,-74.184857,4.591282,20260317090902,0732,0101,13AB,67C8E8C,04,12,120635.7,05802:08:55,,,100,220100,,,,20260317090906,A650$"
15360,"+BUFF:GTFRI,500700,868574042784996,,,10,1,1,0.0,156,2544.1,-74.184857,4.591282,20260317091002,0732,0101,13AB,67C8E8C,04,12,120635.7,05802:09:55,,,100,220100,,,,20260317091006,A651$"
15361,"+BUFF:GTSTT,500700,868574042784996,,21,0,0.0,156,2544.1,-74.184857,4.591282,20260317091008,0732,0101,13AB,67C8E8C,06,210100,12,20260317091010,A652$"
15362,"+BUFF:GTSTT,500700,868574042784996,,22,0,0.0,156,2544.1,-74.184857,4.591282,20260317091023,0732,0101,13AB,67C8E8C,06,220100,12,20260317091025,A653$"
15363,"+BUFF:GTFRI,500700,868574042784996,,,10,1,1,0.0,156,2544.1,-74.184857,4.591282,20260317091102,0732,0101,13AB,67C8E8C,04,12,120635.7,05802:10:55,,,100,220100,,,,20260317091106,A654$"
15364,"+BUFF:GTSTT,500700,868574042784996,,21,0,0.0,156,2544.1,-74.184857,4.591282,20260317091147,0732,0101,13AB,67C8E8C,06,210100,12,20260317091148,A655$"
15365,"+BUFF:GTSTT,500700,868574042784996,,22,0,0.0,156,2544.1,-74.184857,4.591282,20260317091150,0732,0101,13AB,67C8E8C,06,220100,12,20260317091150,A656$"
15366,"+BUFF:GTFRI,500700,868574042784996,,,10,1,1,0.0,156,2544.1,-74.184857,4.591282,20260317091202,0732,0101,13AB,67C8E8C,04,12,120635.7,05802:11:55,,,100,220100,,,,20260317091206,A657$"
15367,"+BUFF:GTFRI,500700,868574042784996,,,10,1,1,0.0,156,2544.1,-74.184857,4.591282,20260317091302,0732,0101,13AB,67C8E8C,04,12,120635.7,05802:12:55,,,100,220100,,,,20260317091306,A658$"
15368,"+BUFF:GTSTT,500700,868574042784996,,21,0,0.0,156,2544.1,-74.184857,4.591282,20260317091320,0732,0101,13AB,67C8E8C,06,210100,12,20260317091320,A659$"
15369,"+BUFF:GTFRI,500700,868574042784996,,,10,1,1,0.0,156,2544.1,-74.184857,4.591282,20260317091402,0732,0101,13AB,67C8E8C,04,12,120635.7,05802:13:55,,,100,210100,,,,20260317091406,A65A$"
15370,"+BUFF:GTSTT,500700,868574042784996,,22,0,0.0,156,2544.1,-74.184857,4.591282,20260317091420,0732,0101,13AB,67C8E8C,06,220100,12,20260317091421,A65B$"
15371,"+BUFF:GTFRI,500700,868574042784996,,,10,1,1,0.0,156,2544.1,-74.184857,4.591282,20260317091502,0732,0101,13AB,67C8E8C,04,12,120635.7,05802:14:55,,,100,220100,,,,20260317091506,A65C$"
15372,"+BUFF:GTSTT,500700,868574042784996,,21,0,0.0,156,2544.1,-74.184857,4.591282,20260317091547,0732,0101,13AB,67C8E8C,06,210100,12,20260317091548,A65D$"
15373,"+BUFF:GTFRI,500700,868574042784996,,,10,1,1,0.0,156,2544.1,-74.184857,4.591282,20260317091702,0732,0101,13AB,67C8E8C,04,12,120635.7,05802:16:55,,,100,210100,,,,20260317091706,A65F$"
15374,"+RESP:GTSTT,500700,868574042784996,,21,0,0.0,245,2572.3,-74.186781,4.591258,20260317092212,0732,0101,138A,60E8CB8,06,210100,12,20260317092215,A66A$"
15375,"+RESP:GTSTT,500700,868574042784996,,22,0,0.0,245,2572.3,-74.186781,4.591258,20260317092254,0732,0101,138A,60E8CB8,06,220100,12,20260317092257,A66B$"
15376,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,0.0,245,2572.3,-74.186781,4.591258,20260317092203,0732,0101,138A,60E8CB8,04,12,120635.9,05802:22:50,,,100,220100,,,,20260317092301,A66C$"
15377,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,0.0,245,2572.3,-74.186781,4.591258,20260317092303,0732,0101,138A,60E8CB8,04,12,120635.9,05802:23:50,,,100,220100,,,,20260317092401,A66D$"
15378,"+RESP:GTSTT,500700,868574042784996,,21,0,0.0,245,2572.3,-74.186781,4.591258,20260317092400,0732,0101,138A,60E8CB8,06,210100,12,20260317092402,A66E$"
15379,"+RESP:GTSTT,500700,868574042784996,,22,0,0.0,245,2572.3,-74.186781,4.591258,20260317092430,0732,0101,138A,60E8CB8,06,220100,12,20260317092432,A66F$"
