Dealer,Company1,VIP,FEIN,DNI,Peripherals,ServiceName,IsRenting,UnitID1,ShortName,UnitType,Carrier,MonthlyFee,BillingGroup,BillingPeriod,LastServicePaidUntil,ServicePaidUntil,SerialNumber,PhoneNumber,IMEI,BillTo,Suspended,EventName,AssignedToCompanyOn,LastEventDate,LastContactOn,LastEventAddress
TSO Mobile Peru,TRACKING SOLUTION TSO MOBILE S.A.C, ,20543320685,20543320685,"Panic Button, ",PLAN PROFESIONAL,Renting,1HZR,1HZR,Topfly HeroX,,0.00,,Monthly,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,,,,,Active,,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,
TSO Mobile Peru,TRACKING SOLUTION TSO MOBILE S.A.C, ,20543320685,20543320685,"Panic Button, ",PLAN PROFESIONAL,Renting,1HZS,869487060206223,Topfly HeroX,CLARO-PE,0.00,,Monthly,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,869487060206223,51989250782,869487060206223,,Active,,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,
TSO Mobile Peru,TRACKING SOLUTION TSO MOBILE S.A.C, ,20543320685,20543320685,"Panic Button, ",PLAN PROFESIONAL,Renting,1HZT,869487060210589,Topfly HeroX,CLARO-PE,0.00,,Monthly,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,869487060210589,51965782915,869487060210589,,Active,,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,
TSO Mobile Peru,TRACKING SOLUTION TSO MOBILE S.A.C, ,20543320685,20543320685,"Panic Button, ",PLAN PROFESIONAL,Renting,1HZU,869487060175139,Topfly HeroX,CLARO-PE,0.00,,Monthly,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,869487060175139,51962718455,869487060175139,,Active,,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,
TSO Mobile Peru,TRACKING SOLUTION TSO MOBILE S.A.C, ,20543320685,20543320685,"Panic Button, ",PLAN PROFESIONAL,Renting,1HZV,1HZV,Topfly HeroX,,0.00,,Monthly,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,,,,,Active,,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,
TSO Mobile Peru,TRACKING SOLUTION TSO MOBILE S.A.C, ,20543320685,20543320685,"Panic Button, ",PLAN PROFESIONAL,Renting,1HZW,869487060173670,Topfly HeroX,CLARO-PE,0.00,,Monthly,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,869487060173670,51980822256,869487060173670,,Active,,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,
TSO Mobile Peru,TRACKING SOLUTION TSO MOBILE S.A.C, ,20543320685,20543320685,"Panic Button, ",PLAN PROFESIONAL,Renting,1HZX,869487060214698,Topfly HeroX,CLARO-PE,0.00,,Monthly,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,869487060214698,51993200553,869487060214698,,Active,Parked,1/1/1900 12:00:00 AM,8/19/2026 10:04:34 AM,8/19/2026 10:04:54 AM,3418 Avenida República de Panamá
TSO Mobile Peru,TRACKING SOLUTION TSO MOBILE S.A.C, ,20543320685,20543320685,"Panic Button, ",PLAN PROFESIONAL,Renting,1I00,1I00,Topfly HeroX,,0.00,,Monthly,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,,,,,Active,,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,
TSO Mobile Peru,TRACKING SOLUTION TSO MOBILE S.A.C, ,20543320685,20543320685,"Panic Button, ",PLAN PROFESIONAL,Renting,1I02,1I02,Topfly HeroX,,0.00,,Monthly,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,,,,,Active,,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,
TSO Mobile Peru,TRACKING SOLUTION TSO MOBILE S.A.C, ,20543320685,20543320685,"Panic Button, ",PLAN PROFESIONAL,Renting,1I03,1I03,Topfly HeroX,,0.00,,Monthly,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,,,,,Active,,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,
TSO Mobile Peru,TRACKING SOLUTION TSO MOBILE S.A.C, ,20543320685,20543320685,"Panic Button, ",PLAN PROFESIONAL,Renting,1I04,869487060224143,Topfly HeroX,CLARO-PE,0.00,,Monthly,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,869487060224143,51980813112,869487060224143,,Active,,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,
TSO Mobile Peru,TRACKING SOLUTION TSO MOBILE S.A.C, ,20543320685,20543320685,"Panic Button, ",PLAN PROFESIONAL,Renting,1I06,1I06,Topfly HeroX,,0.00,,Monthly,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,,,,,Active,,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,
TSO Mobile Peru,TRACKING SOLUTION TSO MOBILE S.A.C, ,20543320685,20543320685,"Panic Button, ",PLAN PROFESIONAL,Renting,1I07,1I07,Topfly HeroX,,0.00,,Monthly,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,,,,,Active,,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,
TSO Mobile Peru,TRACKING SOLUTION TSO MOBILE S.A.C, ,20543320685,20543320685,"Panic Button, ",PLAN PROFESIONAL,Renting,1I08,869487060213898,Topfly HeroX,CLARO-PE,0.00,,Monthly,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,869487060213898,51980808742,869487060213898,,Active,,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,
TSO Mobile Peru,TRACKING SOLUTION TSO MOBILE S.A.C, ,20543320685,20543320685,"Panic Button, ",PLAN PROFESIONAL,Renting,1I09,869487060233953,Topfly HeroX,CLARO-PE,0.00,,Monthly,1/1/1900 12:00:00 AM,1/30/1900 12:00:00 AM,869487060233953,993877298,869487060233953,,Active,Parked,7/1/2026 9:51:15 AM,7/1/2026 2:37:39 PM,7/1/2026 2:37:54 PM,3418 Avenida República de Panamá
TSO Mobile Peru,TRACKING SOLUTION TSO MOBILE S.A.C, ,20543320685,20543320685,"Panic Button, ",PLAN PROFESIONAL,Renting,1I0A,1I0A,Topfly HeroX,,0.00,,Monthly,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,,,,,Active,,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,
TSO Mobile Peru,TRACKING SOLUTION TSO MOBILE S.A.C, ,20543320685,20543320685,"Panic Button, ",PLAN PROFESIONAL,Renting,1I0B,1I0B,Topfly HeroX,,0.00,,Monthly,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,,,,,Active,,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,
TSO Mobile Peru,TRACKING SOLUTION TSO MOBILE S.A.C, ,20543320685,20543320685,"Panic Button, ",PLAN PROFESIONAL,Renting,1I0C,869487060162459,Topfly HeroX,CLARO-PE,0.00,,Monthly,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,869487060162459,51989259530,869487060162459,,Active,,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,
TSO Mobile Peru,TRACKING SOLUTION TSO MOBILE S.A.C, ,20543320685,20543320685,"Panic Button, ",PLAN PROFESIONAL,Renting,1I0D,869487060187647,Topfly HeroX,CLARO-PE,0.00,,Monthly,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,869487060187647,51964309046,869487060187647,,Active,,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,
TSO Mobile Peru,TRACKING SOLUTION TSO MOBILE S.A.C, ,20543320685,20543320685,"Panic Button, ",PLAN PROFESIONAL,Renting,1I0E,869487060169686,Topfly HeroX,CLARO-PE,0.00,,Monthly,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,869487060169686,51962702623,869487060169686,,Active,,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,
TSO Mobile Peru,TRACKING SOLUTION TSO MOBILE S.A.C, ,20543320685,20543320685,"Panic Button, ",PLAN PROFESIONAL,Renting,1I0F,1I0F,Topfly HeroX,,0.00,,Monthly,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,,,,,Active,,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,
TSO Mobile Peru,TRACKING SOLUTION TSO MOBILE S.A.C, ,20543320685,20543320685,"Panic Button, ",PLAN PROFESIONAL,Renting,1I0G,869487060177002,Topfly HeroX,CLARO-PE,0.00,,Monthly,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,869487060177002,51980815289,869487060177002,,Active,,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,
TSO Mobile Peru,TRACKING SOLUTION TSO MOBILE S.A.C, ,20543320685,20543320685,"Panic Button, ",PLAN PROFESIONAL,Renting,1I0H,869487060173944,Topfly HeroX,CLARO-PE,0.00,,Monthly,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,869487060173944,51993198782,869487060173944,,Active,,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,
TSO Mobile Peru,TRACKING SOLUTION TSO MOBILE S.A.C, ,20543320685,20543320685,"Panic Button, ",PLAN PROFESIONAL,Renting,1I0K,1I0K,Topfly HeroX,,0.00,,Monthly,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,,,,,Active,,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,
TSO Mobile Peru,TRACKING SOLUTION TSO MOBILE S.A.C, ,20543320685,20543320685,"Panic Button, ",PLAN PROFESIONAL,Renting,1I0M,1I0M,Topfly HeroX,,0.00,,Monthly,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,,,,,Active,,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,
TSO Mobile Peru,TRACKING SOLUTION TSO MOBILE S.A.C, ,20543320685,20543320685,"Panic Button, ",PLAN PROFESIONAL,Renting,1I0N,1I0N,Topfly HeroX,,0.00,,Monthly,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,,,,,Active,,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,
TSO Mobile Peru,TRACKING SOLUTION TSO MOBILE S.A.C, ,20543320685,20543320685,"Panic Button, ",PLAN PROFESIONAL,Renting,1I0O,869487060209813,Topfly HeroX,CLARO-PE,0.00,,Monthly,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,869487060209813,51989250331,869487060209813,,Active,,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,
TSO Mobile Peru,TRACKING SOLUTION TSO MOBILE S.A.C, ,20543320685,20543320685,"Panic Button, ",PLAN PROFESIONAL,Renting,1I0P,4764429033,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,CLARO-PE,0.00,,Monthly,7/2/2026 12:00:00 AM,7/31/2026 12:00:00 AM,4764429033,969773654,354514102534973,,Active,Idle Alert,7/2/2026 7:44:46 AM,7/5/2026 12:12:48 PM,7/5/2026 12:12:51 PM,"China, Guang Dong Sheng, Shen Zhen Shi, Nan Shan Qu, ??? ????: 518057"
TSO Mobile Peru,TRACKING SOLUTION TSO MOBILE S.A.C, ,20543320685,20543320685,"Panic Button, ",PLAN PROFESIONAL,Renting,1I0Q,1I0Q,Topfly HeroX,,0.00,,Monthly,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,,,,,Active,,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,
TSO Mobile Peru,TRACKING SOLUTION TSO MOBILE S.A.C, ,20543320685,20543320685,"Panic Button, ",PLAN PROFESIONAL,Renting,1I0R,1I0R,Topfly HeroX,,0.00,,Monthly,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,,,,,Active,,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,
TSO Mobile Peru,TRACKING SOLUTION TSO MOBILE S.A.C, ,20543320685,20543320685,"Panic Button, ",PLAN PROFESIONAL,Renting,1I0S,869487060179149,Topfly HeroX,CLARO-PE,0.00,,Monthly,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,869487060179149,51958784219,869487060179149,,Active,,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,
TSO Mobile Peru,TRACKING SOLUTION TSO MOBILE S.A.C, ,20543320685,20543320685,"Panic Button, ",PLAN PROFESIONAL,Renting,1I0T,869487060175329,Topfly HeroX,CLARO-PE,0.00,,Monthly,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,869487060175329,51965781447,869487060175329,,Active,,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,
TSO Mobile Peru,TRACKING SOLUTION TSO MOBILE S.A.C, ,20543320685,20543320685,"Panic Button, ",PLAN PROFESIONAL,Renting,1I0U,869487060208880,Topfly HeroX,CLARO-PE,0.00,,Monthly,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,869487060208880,51962719098,869487060208880,,Active,,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,
TSO Mobile Peru,TRACKING SOLUTION TSO MOBILE S.A.C, ,20543320685,20543320685,"Panic Button, ",PLAN PROFESIONAL,Renting,1I0V,1I0V,Topfly HeroX,,0.00,,Monthly,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,,,,,Active,,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,
TSO Mobile Peru,TRACKING SOLUTION TSO MOBILE S.A.C, ,20543320685,20543320685,"Panic Button, ",PLAN PROFESIONAL,Renting,1I0W,869487060176426,Topfly HeroX,CLARO-PE,0.00,,Monthly,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,869487060176426,51980814726,869487060176426,,Active,,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,
TSO Mobile Peru,TRACKING SOLUTION TSO MOBILE S.A.C, ,20543320685,20543320685,"Panic Button, ",PLAN PROFESIONAL,Renting,1I0X,869487060174587,Topfly HeroX,CLARO-PE,0.00,,Monthly,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,869487060174587,51993146445,869487060174587,,Active,,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,
TSO Mobile Peru,TRACKING SOLUTION TSO MOBILE S.A.C, ,20543320685,20543320685,"Panic Button, ",PLAN PROFESIONAL,Renting,1I10,1I10,Topfly HeroX,,0.00,,Monthly,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,,,,,Active,,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,
TSO Mobile Peru,TRACKING SOLUTION TSO MOBILE S.A.C, ,20543320685,20543320685,"Panic Button, ",PLAN PROFESIONAL,Renting,1I12,1I12,Topfly HeroX,,0.00,,Monthly,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,,,,,Active,,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,
TSO Mobile Peru,TRACKING SOLUTION TSO MOBILE S.A.C, ,20543320685,20543320685,"Panic Button, ",PLAN PROFESIONAL,Renting,1I13,1I13,Topfly HeroX,,0.00,,Monthly,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,,,,,Active,,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,
TSO Mobile Peru,TRACKING SOLUTION TSO MOBILE S.A.C, ,20543320685,20543320685,"Panic Button, ",PLAN PROFESIONAL,Renting,1I14,869487060204046,Topfly HeroX,CLARO-PE,0.00,,Monthly,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,869487060204046,51989256893,869487060204046,,Active,,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,
TSO Mobile Peru,TRACKING SOLUTION TSO MOBILE S.A.C, ,20543320685,20543320685,"Panic Button, ",PLAN PROFESIONAL,Renting,1I38,869487064576688,Topfly PioneerX,CLARO-PE,0.00,,Monthly,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,869487064576688,951771150,869487064576688,,Active,Parked,1/1/1900 12:00:00 AM,6/1/2026 9:14:42 AM,6/1/2026 9:15:14 AM,"Clb-70, Surquillo, Lima, Lima [Province], Perú"
TSO Mobile Peru,TRACKING SOLUTION TSO MOBILE S.A.C, ,20543320685,20543320685,"Panic Button, ",PLAN PROFESIONAL,Renting,1I72,1I72,Topfly PioneerX,,0.00,,Monthly,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,,,,,Active,,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,
TSO Mobile Peru,TRACKING SOLUTION TSO MOBILE S.A.C, ,20543320685,20543320685,"Panic Button, ",PLAN PROFESIONAL,Renting,1I73,1I73,Topfly PioneerX,,0.00,,Monthly,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,,,,,Active,,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,
TSO Mobile Peru,TRACKING SOLUTION TSO MOBILE S.A.C, ,20543320685,20543320685,"Panic Button, ",PLAN PROFESIONAL,Renting,1I74,1I74,Topfly PioneerX,,0.00,,Monthly,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,,,,,Active,,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,
TSO Mobile Peru,TRACKING SOLUTION TSO MOBILE S.A.C, ,20543320685,20543320685,"Panic Button, ",PLAN PROFESIONAL,Renting,1I75,1I75,Topfly PioneerX,,0.00,,Monthly,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,,,,,Active,,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,
TSO Mobile Peru,TRACKING SOLUTION TSO MOBILE S.A.C, ,20543320685,20543320685,"Panic Button, ",PLAN PROFESIONAL,Renting,1I76,1I76,Topfly PioneerX,,0.00,,Monthly,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,,,,,Active,,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,
TSO Mobile Peru,TRACKING SOLUTION TSO MOBILE S.A.C, ,20543320685,20543320685,"Panic Button, ",PLAN PROFESIONAL,Renting,1I77,1I77,Topfly PioneerX,,0.00,,Monthly,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,,,,,Active,,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,
TSO Mobile Peru,TRACKING SOLUTION TSO MOBILE S.A.C, ,20543320685,20543320685,"Panic Button, ",PLAN PROFESIONAL,Renting,1I78,1I78,Topfly PioneerX,,0.00,,Monthly,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,,,,,Active,,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,
TSO Mobile Peru,TRACKING SOLUTION TSO MOBILE S.A.C, ,20543320685,20543320685,"Panic Button, ",PLAN PROFESIONAL,Renting,1I79,1I79,Topfly PioneerX,,0.00,,Monthly,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,,,,,Active,,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,
TSO Mobile Peru,TRACKING SOLUTION TSO MOBILE S.A.C, ,20543320685,20543320685,"Panic Button, ",PLAN PROFESIONAL,Renting,1I7A,1I7A,Topfly PioneerX,,0.00,,Monthly,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,,,,,Active,,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,
TSO Mobile Peru,TRACKING SOLUTION TSO MOBILE S.A.C, ,20543320685,20543320685,"Panic Button, ",PLAN PROFESIONAL,Renting,1I7B,1I7B,Topfly PioneerX,,0.00,,Monthly,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,,,,,Active,,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,
TSO Mobile Peru,TRACKING SOLUTION TSO MOBILE S.A.C, ,20543320685,20543320685,"Panic Button, ",PLAN PROFESIONAL,Renting,1I7C,1I7C,Topfly PioneerX,,0.00,,Monthly,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,,,,,Active,,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,
TSO Mobile Peru,TRACKING SOLUTION TSO MOBILE S.A.C, ,20543320685,20543320685,"Panic Button, ",PLAN PROFESIONAL,Renting,1I7D,1I7D,Topfly PioneerX,,0.00,,Monthly,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,,,,,Active,,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,
TSO Mobile Peru,TRACKING SOLUTION TSO MOBILE S.A.C, ,20543320685,20543320685,"Panic Button, ",PLAN PROFESIONAL,Renting,1I7E,1I7E,Topfly PioneerX,,0.00,,Monthly,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,,,,,Active,,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,
TSO Mobile Peru,TRACKING SOLUTION TSO MOBILE S.A.C, ,20543320685,20543320685,"Panic Button, ",PLAN PROFESIONAL,Renting,1I7F,1I7F,Topfly PioneerX,,0.00,,Monthly,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,,,,,Active,,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,
TSO Mobile Peru,TRACKING SOLUTION TSO MOBILE S.A.C, ,20543320685,20543320685,"Panic Button, ",PLAN PROFESIONAL,Renting,1I7G,1I7G,Topfly PioneerX,,0.00,,Monthly,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,,,,,Active,,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,
TSO Mobile Peru,TRACKING SOLUTION TSO MOBILE S.A.C, ,20543320685,20543320685,"Panic Button, ",PLAN PROFESIONAL,Renting,1I7H,1I7H,Topfly PioneerX,,0.00,,Monthly,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,,,,,Active,,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,
TSO Mobile Peru,TRACKING SOLUTION TSO MOBILE S.A.C, ,20543320685,20543320685,"Panic Button, ",PLAN PROFESIONAL,Renting,1I8L,1I8L,Queclink GV55W,CLARO-PE,0.00,,Monthly,7/15/2026 12:00:00 AM,8/13/2026 12:00:00 AM,S2-M007693-16DK,950183615,868574042858139,,Active,Idle - Stop,7/15/2026 6:09:23 AM,8/1/2026 4:15:30 PM,8/1/2026 4:15:34 PM,"Av Principal-5, Surquillo, Lima, Lima [Province]"
TSO Mobile Peru,TRACKING SOLUTION TSO MOBILE S.A.C, ,20543320685,20543320685,"Panic Button, ",PLAN PROFESIONAL,Renting,1I8M,869487064341281,Topfly PioneerX,CLARO-PE,0.00,,Monthly,1/1/1900 12:00:00 AM,1/30/1900 12:00:00 AM,869487064341281,952458921,869487064341281,,Active,Parked,7/6/2026 7:50:23 AM,7/6/2026 12:03:57 PM,7/6/2026 12:04:06 PM,"Los Gavilanes-68, San Isidro, Lima, Lima [Province]"
TSO Mobile Peru,TRACKING SOLUTION TSO MOBILE S.A.C, ,20543320685,20543320685,"Panic Button, ",PLAN PROFESIONAL,Renting,1I8O,869487063301252,Topfly PioneerX,CLARO-PE,0.00,,Monthly,1/1/1900 12:00:00 AM,1/30/1900 12:00:00 AM,869487063301252,952486309,869487063301252,,Active,Parked,7/2/2026 6:01:42 AM,7/2/2026 12:06:39 PM,7/2/2026 12:06:59 PM,3418 Avenida República de Panamá
TSO Mobile Peru,TRACKING SOLUTION TSO MOBILE S.A.C, ,20543320685,20543320685,"Panic Button, ",PLAN PROFESIONAL,Renting,1I8V,4764384750,CalAmp 2630 - 3G - LMU2631H-H000-G1000,CLARO-PE TSO,0.00,,Monthly,7/17/2026 12:00:00 AM,8/15/2026 12:00:00 AM,4764384750,984107459,358077093358865,,Active,Ignition ON,7/17/2026 5:24:30 AM,7/24/2026 10:28:32 AM,7/24/2026 10:28:40 AM,"Clb-37, Surquillo, Lima, Lima [Province], Perú"
TSO Mobile Peru,TRACKING SOLUTION TSO MOBILE S.A.C, ,20543320685,20543320685,"Panic Button, ",PLAN PROFESIONAL,Renting,1I8W,869487064592602,Topfly PioneerX,CLARO-PE,0.00,,Monthly,1/1/1900 12:00:00 AM,1/30/1900 12:00:00 AM,869487064592602,987920035,869487064592602,,Active,Parked,7/17/2026 10:51:32 AM,7/17/2026 5:02:28 PM,7/17/2026 5:02:37 PM,"Los Tucanes-9, San Isidro, Lima, Lima [Province]"
TSO Mobile Peru,TRACKING SOLUTION TSO MOBILE S.A.C, ,20543320685,20543320685,"Panic Button, ",PLAN PROFESIONAL,Renting,1I8X,869487064338824,Topfly PioneerX,CLARO-PE,0.00,,Monthly,1/1/1900 12:00:00 AM,1/30/1900 12:00:00 AM,869487064338824,952482194,869487064338824,,Active,Parked,7/2/2026 5:46:01 AM,7/2/2026 11:40:22 AM,7/2/2026 11:44:24 AM,"La Enramada-86, San Isidro, Lima, Lima [Province]"
TSO Mobile Peru,TRACKING SOLUTION TSO MOBILE S.A.C, ,20543320685,20543320685,"Panic Button, ",PLAN PROFESIONAL,Renting,1I91,869487064621542,Topfly PioneerX,CLARO-PE,0.00,,Monthly,1/1/1900 12:00:00 AM,1/30/1900 12:00:00 AM,869487064621542,952438655,869487064621542,,Active,Parked,7/15/2026 5:35:29 AM,7/15/2026 12:23:16 PM,7/15/2026 12:23:18 PM,"Av Principal-16, Surquillo, Lima, Lima [Province], Perú"
TSO Mobile Peru,TRACKING SOLUTION TSO MOBILE S.A.C, ,20543320685,20543320685,"Panic Button, ",PLAN PROFESIONAL,Renting,1I94,869487064398026,Topfly PioneerX,CLARO-PE,0.00,,Monthly,1/1/1900 12:00:00 AM,1/30/1900 12:00:00 AM,869487064398026,952432858,869487064398026,,Active,Towing/Drifting?,7/2/2026 6:00:59 AM,7/2/2026 12:38:03 PM,7/2/2026 12:38:12 PM,"Parque Jose Luis Bustamante y Rivero 260, San Isidro 15047, Peru"
